state_encoded,demographic_encoded,turnout_2016,turnout_2021,turnout_change_21,margin_2016,swing_2016,result_2016_encoded
1,2,79.85,79.55,-0.29999999999999716,6.1375,3.4438,4
3,0,56.07,58.5,2.4299999999999997,-0.5976,-9.4575,7
3,0,55.18,50.88,-4.299999999999997,19.7612,-12.6969,7
1,2,87.04,88.0,0.9599999999999937,31.7398,-5.8005,10
3,2,95.0,95.0,0.0,29.4019,6.2506,6
3,2,84.64,87.08,2.4399999999999977,5.7073,-3.5531,7
3,0,62.7,64.56,1.8599999999999994,3.8077,12.8841,7
0,0,57.2,61.72,4.519999999999996,7.1599,6.1869,7
3,0,46.63,45.87,-0.7600000000000051,-18.552,-25.6233,7
3,0,47.52,49.95,2.4299999999999997,-12.555,2.0046,6
3,2,94.33,93.52,-0.8100000000000023,41.2281,20.0291,7
3,2,82.91,89.29,6.38000000000001,9.0558,20.9584,4
2,2,81.25,83.9,2.6500000000000057,15.6355,6.7148,4
4,2,73.5,68.9,-4.599999999999994,3.478,-2.2169,7
0,2,78.95,77.14,-1.8100000000000023,-3.2171,-4.2376,0
3,2,82.0,82.78,0.7800000000000011,1.9937,-4.4643,7
1,1,80.87,75.27,-5.6000000000000085,20.3776,9.8268,8
0,2,81.09,81.89,0.7999999999999972,6.9813,4.4961,3
3,2,88.11,85.0,-3.1099999999999994,18.2511,5.7177,6
4,1,82.66,86.84,4.180000000000007,13.7705,8.3582,4
0,1,80.39,79.46,-0.9300000000000068,10.7586,-2.3415,0
3,0,73.16,69.18,-3.9799999999999898,20.2912,13.6121,7
4,0,67.31,65.74,-1.5700000000000074,22.8896,8.0077,5
0,0,60.0,54.52,-5.479999999999997,10.2868,9.7889,0
1,2,72.08,76.33,4.25,5.9859,-8.6885,8
3,2,86.88,79.1,-7.780000000000001,10.8601,11.1369,6
0,2,86.52,91.66,5.140000000000001,15.6853,3.4508,0
0,2,80.93,85.15,4.219999999999999,9.6742,-2.7312,0
0,0,72.76,69.02,-3.740000000000009,6.1276,1.6048,0
2,0,74.18,74.84,0.6599999999999966,18.4982,-8.4011,6
3,1,85.21,84.6,-0.6099999999999994,9.23,-4.6581,7
0,2,72.98,67.97,-5.010000000000005,3.7331,-8.2018,0
4,0,47.65,52.42,4.770000000000003,9.3455,-7.3937,5
2,2,79.28,80.38,1.0999999999999943,28.9601,3.4904,6
2,2,71.33,78.87,7.540000000000006,-6.1967,-13.4145,2
4,2,75.81,71.1,-4.710000000000008,5.4296,-2.1579,7
3,1,82.22,89.13,6.909999999999997,13.6357,-2.605,7
4,0,68.47,61.25,-7.219999999999999,23.8066,26.3292,7
1,1,82.81,83.43,0.6200000000000045,18.2796,6.4408,10
2,0,66.23,66.51,0.28000000000000114,9.1691,7.9969,6
0,2,82.05,84.07,2.019999999999996,3.8529,4.7636,4
3,1,78.02,78.21,0.18999999999999773,19.5741,1.911,4
2,2,74.8,79.3,4.5,-3.475,-8.6966,4
0,2,76.16,74.19,-1.9699999999999989,7.3859,-5.0228,4
4,2,78.31,77.95,-0.35999999999999943,5.8893,-9.0334,7
4,2,72.03,70.91,-1.1200000000000045,-4.4158,-10.0162,4
1,0,67.97,67.03,-0.9399999999999977,38.3662,9.3219,4
4,0,64.08,64.58,0.5,4.2357,-0.1264,7
1,0,70.39,70.82,0.4299999999999926,12.8394,12.9866,10
2,2,77.85,75.83,-2.019999999999996,3.1725,1.4179,2
2,2,88.91,92.76,3.8500000000000085,5.676,-2.4416,2
3,2,78.87,79.49,0.6199999999999903,5.0467,-8.8386,1
1,1,62.05,66.61,4.560000000000002,-7.6461,-9.8157,8
4,2,82.07,78.38,-3.6899999999999977,18.8013,5.4853,5
1,2,84.04,78.44,-5.6000000000000085,36.701,4.9986,10
4,2,65.37,68.48,3.1099999999999994,-0.1606,-5.2601,5
1,2,84.21,85.73,1.5200000000000102,14.8414,1.2931,7
1,2,72.27,71.58,-0.6899999999999977,-10.5873,-11.1999,10
4,2,73.21,71.36,-1.8499999999999943,-6.0726,-5.7389,4
4,2,85.45,87.1,1.6499999999999915,32.4536,25.4605,7
4,2,77.21,80.76,3.5500000000000114,16.6045,5.8212,9
3,0,60.25,62.82,2.5700000000000003,7.3371,11.8186,7
1,1,73.34,76.13,2.789999999999992,20.2531,0.469,7
4,2,68.75,72.1,3.3499999999999943,-3.3096,2.26,4
0,0,48.73,49.45,0.720000000000006,-8.1083,-10.7973,7
4,0,60.84,62.55,1.7099999999999937,4.9048,-0.5531,4
4,1,75.69,75.51,-0.1799999999999926,11.7693,2.6506,9
3,0,71.1,76.63,5.530000000000001,21.8017,17.017,6
0,1,67.28,67.3,0.01999999999999602,8.699,-3.8243,3
3,0,65.38,78.15,12.77000000000001,0.0318,-1.8048,6
0,0,64.25,68.48,4.230000000000004,1.0203,-9.0713,0
1,2,70.68,69.37,-1.3100000000000023,-13.6155,-7.2499,10
4,0,53.98,54.83,0.8500000000000014,1.1507,-9.3468,7
3,2,89.4,87.79,-1.6099999999999994,10.6918,2.6658,7
0,0,56.18,55.21,-0.9699999999999989,5.4389,-15.6919,7
4,0,58.12,62.6,4.480000000000004,9.5178,-2.0528,5
4,2,71.18,66.48,-4.700000000000003,0.1044,-6.8203,7
3,0,54.13,60.41,6.279999999999994,9.8779,-11.5552,1
1,2,87.62,84.54,-3.0799999999999983,35.1356,8.6642,4
2,2,66.07,70.29,4.220000000000013,-9.0733,-9.7587,6
3,2,77.16,76.9,-0.2599999999999909,-8.7067,1.193,4
0,1,85.02,82.71,-2.3100000000000023,30.5862,9.5042,4
1,2,85.2,91.7,6.5,17.9318,19.0414,10
3,2,84.56,81.79,-2.769999999999996,14.6334,15.0763,7
3,1,61.21,59.82,-1.3900000000000006,-8.2727,-15.0047,6
1,2,71.78,74.47,2.6899999999999977,-17.3524,-20.8205,8
0,2,89.84,82.3,-7.540000000000006,16.5985,4.1812,7
2,1,80.9,81.49,0.5899999999999892,14.0712,3.6762,4
1,1,60.68,59.37,-1.3100000000000023,2.1293,-1.5032,8
2,2,81.44,83.05,1.6099999999999994,-4.9853,-8.425,4
1,2,82.64,79.24,-3.4000000000000057,2.5344,3.4515,7
4,2,62.83,65.97,3.1400000000000006,-12.1392,-18.4501,5
3,0,55.75,53.19,-2.5600000000000023,-2.6808,-10.7895,1
4,2,75.37,76.29,0.9200000000000017,11.0451,1.8716,5
1,0,64.97,68.04,3.0700000000000074,7.19,8.5194,8
1,2,90.98,86.67,-4.310000000000002,24.4824,8.7942,4
2,2,77.63,81.96,4.329999999999998,-6.0791,-7.7985,4
1,2,73.8,79.75,5.950000000000003,15.3119,-3.5541,8
0,2,85.79,94.44,8.649999999999991,6.6008,1.6258,0
1,2,76.13,71.83,-4.299999999999997,15.1076,4.5163,8
1,0,60.63,60.93,0.29999999999999716,1.464,-6.2744,8
0,2,79.06,78.87,-0.18999999999999773,0.654,-6.5737,7
3,2,84.22,93.79,9.570000000000007,13.9244,6.349,1
2,0,80.26,82.63,2.3699999999999903,22.5171,7.7785,2
4,0,69.12,72.37,3.25,18.1557,13.8916,7
4,2,76.02,74.37,-1.6499999999999915,11.106,0.7268,5
0,2,81.18,76.29,-4.890000000000001,4.5744,6.4909,0
4,1,73.76,75.91,2.1499999999999915,42.7968,7.31,7
1,2,76.77,73.85,-2.9200000000000017,-0.4277,5.0597,8
0,0,61.76,59.88,-1.8799999999999955,-10.2047,-16.8918,3
4,2,59.27,61.48,2.2099999999999937,-18.8027,-4.5116,4
3,2,84.13,86.99,2.8599999999999994,30.0061,10.925,6
4,0,67.67,68.05,0.37999999999999545,21.1822,8.9241,7
1,0,48.72,47.65,-1.0700000000000003,-11.6592,-34.7817,7
1,2,78.17,78.12,-0.04999999999999716,4.4156,8.6395,4
1,0,57.77,54.17,-3.6000000000000014,-3.9984,-16.0736,10
4,0,67.67,70.36,2.6899999999999977,7.8951,3.4917,7
0,1,74.06,76.49,2.4299999999999926,17.144,5.614,4
1,2,69.38,73.67,4.290000000000006,10.2922,-5.964,8
4,0,73.7,74.59,0.8900000000000006,19.3448,10.5279,9
2,2,87.48,87.87,0.39000000000000057,13.3052,10.8579,6
0,2,79.97,76.53,-3.4399999999999977,23.0333,-3.2763,4
3,1,71.69,66.03,-5.659999999999997,-3.5961,1.6936,7
4,2,89.3,88.41,-0.8900000000000006,15.9763,9.3739,4
1,2,84.55,91.51,6.960000000000008,24.1347,4.5848,7
4,2,74.16,78.49,4.329999999999998,-2.7749,-1.6501,5
2,2,63.86,65.18,1.3200000000000074,4.3489,1.5638,6
2,2,81.97,80.93,-1.039999999999992,2.5141,-4.1665,6
2,0,53.25,55.47,2.219999999999999,4.7317,5.3759,6
4,0,63.87,66.66,2.789999999999999,2.9699,8.7552,9
2,2,80.8,82.72,1.9200000000000017,13.5923,11.8189,7
3,1,81.18,79.63,-1.5500000000000114,10.9275,11.3956,1
2,2,82.24,81.73,-0.5099999999999909,11.2413,5.7432,7
4,2,84.94,91.44,6.5,19.412,12.2458,4
3,2,78.47,71.95,-6.519999999999996,6.8803,6.5231,6
3,0,57.12,57.12,0.0,19.7489,-7.8988,1
0,1,64.08,61.99,-2.0899999999999963,-4.1317,-14.4152,4
0,2,78.13,74.78,-3.3499999999999943,1.9284,8.2235,7
0,1,74.93,73.68,-1.25,21.9035,-11.0318,7
2,2,66.84,70.56,3.719999999999999,2.3205,-16.1347,4
0,0,61.87,65.4,3.5300000000000082,19.0428,5.4087,4
0,0,47.94,46.32,-1.6199999999999974,6.2913,-16.3127,0
2,2,75.17,80.93,5.760000000000005,-1.8866,-18.7993,2
3,1,84.69,85.75,1.0600000000000023,20.1934,7.8878,6
0,0,65.8,76.8,11.0,26.2374,12.0655,0
2,0,44.16,49.71,5.550000000000004,7.6743,-5.2625,7
4,0,54.43,50.97,-3.460000000000001,-5.2493,-5.9239,7
2,2,95.0,95.0,0.0,20.8845,13.3489,2
2,2,84.68,83.95,-0.730000000000004,-5.1759,-5.5821,2
1,2,63.22,64.0,0.7800000000000011,-6.5499,-4.6998,8
1,1,74.86,77.46,2.5999999999999943,10.5252,2.0205,4
3,2,70.06,70.46,0.3999999999999915,-8.7444,-12.8845,1
3,2,70.55,68.2,-2.3499999999999943,3.2733,3.5753,4
3,2,83.11,81.24,-1.8700000000000045,14.8269,-2.4675,7
0,2,76.77,76.6,-0.1700000000000017,9.5329,-0.6155,3
3,2,86.79,95.0,8.209999999999994,2.4825,0.0904,4
4,0,66.12,68.62,2.5,18.3443,25.2956,7
3,2,74.06,76.57,2.509999999999991,-13.9556,-2.2988,6
3,0,62.75,63.56,0.8100000000000023,-0.4743,-4.4911,7
2,0,61.47,67.73,6.260000000000005,3.3277,6.4335,7
4,2,77.28,83.06,5.780000000000001,-7.7759,-7.1249,5
3,0,68.84,62.06,-6.780000000000001,37.6572,-1.348,1
3,1,74.82,72.17,-2.6499999999999915,43.9518,3.178,6
2,1,69.93,61.8,-8.13000000000001,13.5358,5.5685,7
0,2,88.63,90.73,2.1000000000000085,12.5768,-3.6003,3
3,0,76.16,74.4,-1.759999999999991,10.0839,11.4163,1
3,0,55.92,52.66,-3.260000000000005,7.1272,-7.1585,1
1,2,84.52,84.76,0.2400000000000091,12.1167,25.7336,4
1,2,82.61,81.35,-1.2600000000000051,7.9398,-6.1032,7
1,2,82.96,86.24,3.280000000000001,27.285,2.5317,7
4,2,73.57,76.38,2.8100000000000023,16.3053,5.5139,9
0,0,68.09,68.56,0.46999999999999886,8.9661,-0.209,3
3,0,73.71,72.98,-0.7299999999999898,4.8431,5.2944,6
0,1,73.47,75.32,1.8499999999999943,1.9203,6.6631,7
4,2,81.08,76.89,-4.189999999999998,13.9697,4.511,9
3,2,78.02,76.55,-1.4699999999999989,16.1774,1.5888,6
3,2,68.9,73.54,4.640000000000001,-18.9858,-28.3232,7
0,2,72.92,69.04,-3.8799999999999955,-9.7923,-9.8554,3
0,2,83.76,82.51,-1.25,11.3777,-2.0867,0
1,1,60.86,57.99,-2.8699999999999974,6.8305,2.3094,8
0,2,86.64,81.78,-4.859999999999999,2.9508,-16.0268,3
4,2,72.88,75.14,2.260000000000005,-13.8698,-16.2305,9
4,2,86.22,86.2,-0.01999999999999602,25.9502,8.5235,4
1,2,82.86,78.38,-4.480000000000004,9.8901,7.5408,7
3,0,57.99,60.94,2.9499999999999957,1.2439,0.7215,7
1,0,43.13,42.13,-1.0,-1.2369,-9.8488,10
2,0,69.0,71.95,2.950000000000003,25.3664,0.2286,2
4,2,86.66,93.22,6.560000000000002,18.2591,-8.0367,7
3,0,69.03,72.23,3.200000000000003,7.1694,3.3194,4
0,2,82.57,84.32,1.75,-0.2329,-12.669,7
4,2,85.04,80.66,-4.38000000000001,18.4592,-1.5747,9
0,2,79.06,78.17,-0.8900000000000006,23.4867,-8.0759,4
0,2,75.5,73.16,-2.3400000000000034,9.1847,-8.3322,3
2,1,67.87,66.82,-1.0500000000000114,-6.4591,0.9534,6
2,1,74.14,78.89,4.75,10.0,-1.6331,7
0,2,77.11,73.63,-3.480000000000004,14.9073,-3.6279,4
1,0,57.85,52.02,-5.829999999999998,7.1102,0.8244,10
1,0,54.46,49.16,-5.300000000000004,-0.2368,2.3539,10
0,1,79.14,85.84,6.700000000000003,33.4177,4.5777,4
3,2,82.4,76.7,-5.700000000000003,18.4336,12.3702,6
1,0,64.52,68.94,4.420000000000002,9.1505,-3.1596,4
1,2,82.97,83.6,0.6299999999999955,10.7915,11.2965,10
0,2,74.92,74.33,-0.5900000000000034,-7.0047,3.2317,3
1,2,63.84,72.16,8.319999999999993,-0.8978,-10.2244,8
1,2,72.19,74.35,2.1599999999999966,-4.2746,-4.1149,7
1,1,72.28,76.95,4.670000000000002,18.1458,-18.498,8
0,2,80.01,69.2,-10.810000000000002,9.868,0.0269,7
0,2,83.03,87.46,4.429999999999993,6.6825,6.9277,0
4,2,69.97,70.58,0.6099999999999994,-10.239,-7.145,9
1,2,69.79,68.05,-1.740000000000009,-7.1634,-12.2688,8
3,2,77.78,76.57,-1.210000000000008,5.7796,1.295,6
2,2,89.41,83.19,-6.219999999999999,5.7436,-3.3632,2
1,0,53.62,59.4,5.780000000000001,-12.1223,-19.0467,7
1,2,77.13,74.3,-2.8299999999999983,11.4587,2.8254,7
2,0,64.83,65.89,1.0600000000000023,26.7121,10.0137,4
1,0,57.52,58.63,1.1099999999999994,-5.0696,-11.9427,8
0,0,67.55,67.32,-0.23000000000000398,17.7414,9.4959,4
4,2,81.72,86.54,4.820000000000007,5.6907,5.1459,7
4,0,79.01,80.2,1.1899999999999977,37.2882,20.6325,9
0,1,62.65,66.08,3.4299999999999997,-7.6656,-5.3561,4
4,0,73.15,68.9,-4.25,39.915,1.6307,5
1,2,72.44,69.41,-3.030000000000001,2.5922,-1.4201,10
0,1,66.46,71.15,4.690000000000012,-1.7477,-0.2555,3
1,0,66.47,68.27,1.7999999999999972,17.7403,-0.0879,10
4,2,79.9,78.82,-1.0800000000000125,-1.8635,-10.8524,4
4,2,74.22,72.19,-2.030000000000001,17.0134,-3.7366,5
1,2,71.77,70.36,-1.4099999999999966,0.2435,-11.8791,10
3,1,87.83,89.5,1.6700000000000017,17.0257,0.2795,1
3,0,72.87,71.16,-1.710000000000008,30.6571,8.3381,1
3,2,74.98,68.5,-6.480000000000004,-6.0065,-9.8312,4
0,2,80.29,83.84,3.549999999999997,-5.6515,2.6705,7
2,2,74.58,82.1,7.519999999999996,-8.1025,-22.3032,7
1,0,57.41,55.14,-2.269999999999996,5.1128,5.1742,8
1,0,63.38,58.16,-5.220000000000006,-0.8631,3.0801,8
0,0,55.29,56.56,1.2700000000000031,22.7138,-2.4981,4
1,0,67.4,75.44,8.039999999999992,8.8776,6.5854,7
0,0,66.22,62.64,-3.5799999999999983,7.1351,12.5576,0
1,2,89.8,85.83,-3.969999999999999,13.4253,1.8956,4
2,2,78.38,77.43,-0.9499999999999886,-2.5686,-14.1185,2
2,1,84.42,83.89,-0.5300000000000011,32.7568,7.0024,7
2,2,79.62,84.32,4.699999999999989,1.7032,-2.9687,6
3,2,85.95,82.25,-3.700000000000003,22.6619,9.7291,7
0,1,79.97,86.47,6.5,23.6922,-2.2483,4
4,2,82.19,75.54,-6.6499999999999915,7.5839,13.0434,5
0,2,80.25,75.4,-4.849999999999994,17.7525,-10.0602,0
4,1,70.65,69.95,-0.7000000000000028,-5.7336,-0.2355,7
0,2,71.24,82.04,10.800000000000011,-1.7525,-19.4399,7
4,0,63.52,63.82,0.29999999999999716,16.4399,0.5236,7
3,2,58.97,59.61,0.6400000000000006,-10.0165,-19.2978,4
2,0,58.16,69.83,11.670000000000002,3.1586,1.3735,7
0,1,57.94,63.96,6.020000000000003,-0.932,-5.2629,3
1,1,77.13,75.78,-1.3499999999999943,6.7323,0.7343,8
4,0,64.76,67.04,2.280000000000001,-5.1141,-15.7081,7
3,1,62.63,57.21,-5.420000000000002,-7.3959,-15.2471,7
0,2,66.03,70.97,4.939999999999998,-18.866,-11.1652,0
1,2,69.03,76.28,7.25,-11.3378,-9.5174,10
3,2,71.17,71.11,-0.060000000000002274,-15.3235,-8.4337,1
0,1,68.62,72.82,4.199999999999989,-0.3823,7.9591,7
4,2,88.33,90.8,2.469999999999999,2.0735,5.1178,5
4,2,73.46,72.05,-1.4099999999999966,-12.9482,-23.396,7
3,1,71.49,74.22,2.730000000000004,23.404,14.1702,1
0,2,95.0,94.66,-0.3400000000000034,13.6965,1.7256,7
1,2,83.68,81.4,-2.280000000000001,5.1606,-0.2418,8
1,2,80.63,81.54,0.9100000000000108,0.7564,13.3219,8
3,0,62.77,64.1,1.3299999999999912,-6.5731,-3.794,4
3,2,84.0,86.04,2.0400000000000063,34.6448,7.6333,1
2,0,82.65,81.42,-1.230000000000004,7.4729,22.5675,6
3,1,82.16,76.39,-5.769999999999996,18.2887,2.0565,4
2,2,52.9,52.44,-0.46000000000000085,-20.7423,-13.0536,4
0,2,80.27,76.87,-3.3999999999999915,1.1729,7.5025,4
1,2,78.71,74.88,-3.8299999999999983,35.9058,-16.4063,8
1,0,64.01,63.25,-0.7600000000000051,28.6728,3.8038,7
3,2,73.51,71.44,-2.0700000000000074,0.3846,-14.2115,7
0,0,73.19,70.72,-2.469999999999999,9.1185,8.0796,7
2,1,82.77,84.42,1.6500000000000057,28.018,19.3354,4
1,1,77.15,78.88,1.7299999999999898,5.4271,-5.6776,8
1,2,74.94,69.67,-5.269999999999996,31.597,10.2868,7
4,2,78.88,86.16,7.280000000000001,2.5519,-4.1052,4
2,2,78.98,72.95,-6.030000000000001,43.7743,1.7963,2
3,1,76.89,82.34,5.450000000000003,8.4702,-12.169,1
4,0,56.52,61.66,5.1399999999999935,5.9526,-8.5486,5
4,2,74.99,68.49,-6.5,5.1842,-8.7395,9
2,1,63.39,60.12,-3.270000000000003,15.2035,0.0121,4
0,1,69.79,67.38,-2.410000000000011,-1.5374,-3.1037,7
4,2,74.9,76.35,1.4499999999999886,15.8351,16.4338,5
4,2,78.32,76.03,-2.289999999999992,39.6614,7.5343,5
2,2,87.73,85.47,-2.260000000000005,9.9724,-9.9054,4
1,2,78.54,74.3,-4.240000000000009,6.5762,6.9476,10
3,2,67.95,68.08,0.12999999999999545,-13.975,-15.2627,6
0,2,72.59,68.87,-3.719999999999999,-3.947,-8.96,0
2,0,62.35,54.27,-8.079999999999998,-3.1328,0.6784,4
2,2,72.93,71.66,-1.2700000000000102,-6.819,-6.6661,6
0,2,71.02,70.27,-0.75,-5.3769,-6.0951,0
2,2,84.01,81.95,-2.0600000000000023,8.2715,9.3828,4
3,1,78.62,74.92,-3.700000000000003,7.1663,-22.6937,7
3,2,79.98,78.83,-1.1500000000000057,4.0287,9.9763,4
0,0,69.44,77.91,8.469999999999999,8.2489,4.6263,7
4,1,54.98,55.46,0.480000000000004,-7.2882,-17.4385,9
1,1,67.89,68.26,0.37000000000000455,2.494,6.5451,10
2,2,88.65,89.35,0.6999999999999886,10.407,1.9877,4
0,0,76.03,75.52,-0.5100000000000051,28.9323,4.7784,7
4,0,70.48,62.83,-7.650000000000006,5.2619,7.5649,7
