constituency_id,state,demographic,result,voter_turnout_pct,margin_of_victory_pct,swing_factor_pct,election_year
WE-AC0038,West Bengal,Rural,BJP,90.09,24.5054,21.1311,2016
PU-AC0039,Puducherry,Semi-Urban,BJP,82.77,28.018,19.3354,2016
TA-AC0040,Tamil Nadu,Urban,DMK,58.15,-3.5066,-18.9738,2016
KE-AC0041,Kerala,Semi-Urban,BJP,74.89,-1.4648,-11.4495,2016
TA-AC0042,Tamil Nadu,Urban,AIADMK,54.13,9.8779,-11.5552,2016
TA-AC0043,Tamil Nadu,Urban,DMK,73.71,4.8431,5.2944,2016
AS-AC0044,Assam,Urban,AIUDF,68.09,8.9661,-0.209,2016
PU-AC0045,Puducherry,Urban,BJP,68.65,8.7774,-6.2686,2016
WE-AC0046,West Bengal,Rural,CPIM,81.14,29.1729,-2.7104,2016
AS-AC0047,Assam,Rural,AGP,80.25,17.7525,-10.0602,2016
PU-AC0048,Puducherry,Rural,DMK,68.11,3.3814,-20.9002,2016
TA-AC0049,Tamil Nadu,Semi-Urban,INC,78.65,9.414,0.5557,2016
TA-AC0050,Tamil Nadu,Rural,DMK,76.65,26.192,10.6069,2016
WE-AC0051,West Bengal,Rural,INC,73.46,-12.9482,-23.396,2016
KE-AC0052,Kerala,Urban,LDF,64.97,7.19,8.5194,2016
KE-AC0053,Kerala,Rural,UDF,83.82,10.886,6.9014,2016
TA-AC0054,Tamil Nadu,Urban,DMK,68.18,17.4149,4.7363,2016
WE-AC0055,West Bengal,Rural,CPIM,91.19,2.1279,8.7232,2016
AS-AC0056,Assam,Urban,BJP,50.26,-9.1574,-12.0912,2016
AS-AC0057,Assam,Semi-Urban,BJP,85.02,30.5862,9.5042,2016
PU-AC0058,Puducherry,Semi-Urban,INC,84.42,32.7568,7.0024,2016
PU-AC0059,Puducherry,Urban,DMK,59.17,13.317,-17.1313,2016
WE-AC0060,West Bengal,Semi-Urban,TMC,55.7,9.732,-1.0863,2016
PU-AC0061,Puducherry,Semi-Urban,INC,70.41,2.8884,-4.5007,2016
KE-AC0062,Kerala,Urban,INC,48.72,-11.6592,-34.7817,2016
AS-AC0063,Assam,Rural,AIUDF,85.22,22.3833,6.4538,2016
AS-AC0064,Assam,Semi-Urban,BJP,81.67,14.2876,-8.6858,2016
WE-AC0065,West Bengal,Rural,TMC,75.81,-16.2844,-17.0338,2016
PU-AC0066,Puducherry,Urban,AINRC,47.86,-1.0427,-21.7488,2016
AS-AC0067,Assam,Urban,AIUDF,72.79,15.2167,20.5509,2016
KE-AC0068,Kerala,Semi-Urban,UDF,60.6,-1.8896,0.5084,2016
WE-AC0069,West Bengal,Rural,INC,81.72,5.6907,5.1459,2016
PU-AC0070,Puducherry,Urban,DMK,66.23,9.1691,7.9969,2016
TA-AC0071,Tamil Nadu,Rural,AIADMK,95.0,23.7179,27.1805,2016
KE-AC0072,Kerala,Rural,UDF,80.55,14.0485,2.5992,2016
AS-AC0073,Assam,Urban,INC,57.18,0.6982,13.431,2016
WE-AC0074,West Bengal,Rural,BJP,68.75,-3.3096,2.26,2016
WE-AC0075,West Bengal,Urban,INC,54.43,-5.2493,-5.9239,2016
KE-AC0076,Kerala,Urban,UDF,66.47,17.7403,-0.0879,2016
WE-AC0077,West Bengal,Rural,CPIM,80.01,44.2732,-4.3079,2016
KE-AC0078,Kerala,Urban,UDF,73.87,21.1454,9.8749,2016
KE-AC0079,Kerala,Semi-Urban,UDF,66.68,-10.1532,-7.4797,2016
TA-AC0080,Tamil Nadu,Urban,INC,62.7,3.8077,12.8841,2016
AS-AC0081,Assam,Rural,AIUDF,73.22,-6.2256,1.8351,2016
PU-AC0082,Puducherry,Urban,INC,61.31,8.5389,5.4348,2016
PU-AC0083,Puducherry,Rural,INC,87.33,26.5362,5.5253,2016
WE-AC0084,West Bengal,Urban,INC,67.67,21.1822,8.9241,2016
KE-AC0085,Kerala,Rural,BJP,76.06,7.8841,5.0938,2016
AS-AC0086,Assam,Semi-Urban,INC,78.19,6.5246,-4.9686,2016
TA-AC0087,Tamil Nadu,Rural,INC,70.03,-8.4016,-22.448,2016
PU-AC0088,Puducherry,Rural,DMK,70.91,17.8786,13.3044,2016
PU-AC0089,Puducherry,Semi-Urban,BJP,71.12,3.1369,-4.0694,2016
PU-AC0090,Puducherry,Urban,INC,61.47,3.3277,6.4335,2016
PU-AC0091,Puducherry,Rural,AINRC,71.33,-6.1967,-13.4145,2016
KE-AC0092,Kerala,Rural,LDF,92.44,3.8044,-5.8809,2016
TA-AC0093,Tamil Nadu,Rural,DMK,74.06,-13.9556,-2.2988,2016
KE-AC0094,Kerala,Urban,LDF,57.52,-5.0696,-11.9427,2016
KE-AC0095,Kerala,Rural,BJP,84.52,12.1167,25.7336,2016
KE-AC0096,Kerala,Rural,LDF,63.53,-10.1255,-14.3371,2016
KE-AC0097,Kerala,Rural,LDF,76.1,19.1803,12.4609,2016
PU-AC0098,Puducherry,Urban,DMK,61.8,20.9995,0.6363,2016
AS-AC0099,Assam,Semi-Urban,BJP,68.32,-1.561,-16.2252,2016
WE-AC0100,West Bengal,Rural,CPIM,76.89,-6.8794,-3.5068,2016
KE-AC0101,Kerala,Semi-Urban,LDF,60.86,6.8305,2.3094,2016
PU-AC0102,Puducherry,Semi-Urban,DMK,83.58,12.8099,2.2726,2016
TA-AC0103,Tamil Nadu,Rural,INC,87.04,4.9964,9.4972,2016
WE-AC0104,West Bengal,Semi-Urban,CPIM,75.39,-1.4582,-3.3572,2016
TA-AC0105,Tamil Nadu,Rural,AIADMK,70.06,-8.7444,-12.8845,2016
PU-AC0106,Puducherry,Semi-Urban,INC,67.91,10.6687,-0.6898,2016
PU-AC0107,Puducherry,Urban,INC,65.74,4.9786,7.1162,2016
PU-AC0108,Puducherry,Rural,DMK,79.05,5.6064,5.1766,2016
PU-AC0109,Puducherry,Rural,DMK,66.07,-9.0733,-9.7587,2016
PU-AC0110,Puducherry,Rural,INC,75.74,5.6485,2.8356,2016
TA-AC0111,Tamil Nadu,Rural,AIADMK,63.82,0.7074,-10.4591,2016
KE-AC0112,Kerala,Semi-Urban,INC,81.54,16.0619,6.2181,2016
KE-AC0113,Kerala,Semi-Urban,BJP,75.88,27.4123,-8.6861,2016
PU-AC0114,Puducherry,Rural,AINRC,95.0,20.8845,13.3489,2016
TA-AC0115,Tamil Nadu,Rural,BJP,70.55,3.2733,3.5753,2016
PU-AC0116,Puducherry,Rural,BJP,84.01,8.2715,9.3828,2016
AS-AC0117,Assam,Urban,AGP,66.22,7.1351,12.5576,2016
AS-AC0118,Assam,Rural,INC,80.29,-5.6515,2.6705,2016
KE-AC0119,Kerala,Semi-Urban,LDF,80.65,14.2577,12.2317,2016
AS-AC0120,Assam,Rural,AIUDF,89.9,25.0199,15.7957,2016
PU-AC0121,Puducherry,Rural,AINRC,63.03,-11.3824,-19.3368,2016
PU-AC0122,Puducherry,Urban,AINRC,64.55,21.8397,2.435,2016
WE-AC0123,West Bengal,Rural,BJP,74.71,7.0283,-4.7638,2016
TA-AC0124,Tamil Nadu,Urban,BJP,61.57,5.9109,5.1527,2016
AS-AC0125,Assam,Semi-Urban,INC,68.62,-0.3823,7.9591,2016
PU-AC0126,Puducherry,Urban,DMK,74.18,18.4982,-8.4011,2016
KE-AC0127,Kerala,Urban,INC,67.4,8.8776,6.5854,2016
KE-AC0128,Kerala,Rural,UDF,78.54,6.5762,6.9476,2016
PU-AC0129,Puducherry,Rural,INC,92.7,19.6752,13.2387,2016
WE-AC0130,West Bengal,Semi-Urban,BJP,82.67,24.4548,8.2048,2016
AS-AC0131,Assam,Rural,AIUDF,77.19,12.679,-3.7032,2016
TA-AC0132,Tamil Nadu,Semi-Urban,BJP,78.02,19.5741,1.911,2016
TA-AC0133,Tamil Nadu,Rural,INC,89.4,10.6918,2.6658,2016
TA-AC0134,Tamil Nadu,Rural,INC,82.0,1.9937,-4.4643,2016
WE-AC0135,West Bengal,Rural,INC,77.65,-2.6319,-5.5892,2016
KE-AC0136,Kerala,Urban,UDF,70.39,12.8394,12.9866,2016
AS-AC0137,Assam,Rural,BJP,73.84,0.0573,-1.1459,2016
KE-AC0138,Kerala,Rural,INC,78.98,4.8977,-7.803,2016
TA-AC0139,Tamil Nadu,Semi-Urban,BJP,75.49,14.7236,2.6967,2016
KE-AC0140,Kerala,Semi-Urban,LDF,81.32,24.7231,1.9652,2016
WE-AC0141,West Bengal,Rural,BJP,73.21,-6.0726,-5.7389,2016
KE-AC0142,Kerala,Semi-Urban,UDF,62.95,15.1881,-9.3702,2016
KE-AC0143,Kerala,Rural,LDF,83.68,5.1606,-0.2418,2016
WE-AC0144,West Bengal,Rural,BJP,75.96,5.8146,-6.095,2016
WE-AC0145,West Bengal,Rural,BJP,72.03,-4.4158,-10.0162,2016
TA-AC0146,Tamil Nadu,Urban,DMK,71.1,21.8017,17.017,2016
TA-AC0147,Tamil Nadu,Semi-Urban,BJP,76.89,13.7887,5.1807,2016
AS-AC0148,Assam,Rural,AIUDF,86.3,1.601,-5.797,2016
AS-AC0149,Assam,Urban,INC,57.2,7.1599,6.1869,2016
TA-AC0150,Tamil Nadu,Rural,AIADMK,71.17,-15.3235,-8.4337,2016
WE-AC0151,West Bengal,Semi-Urban,CPIM,82.1,20.6684,13.8444,2016
TA-AC0152,Tamil Nadu,Semi-Urban,AIADMK,71.78,31.189,-1.0539,2016
AS-AC0153,Assam,Rural,INC,82.86,10.8485,14.7654,2016
AS-AC0154,Assam,Semi-Urban,AIUDF,66.46,-1.7477,-0.2555,2016
WE-AC0155,West Bengal,Rural,TMC,74.99,5.1842,-8.7395,2016
WE-AC0156,West Bengal,Rural,TMC,62.75,-1.9231,-20.9516,2016
KE-AC0157,Kerala,Semi-Urban,LDF,68.69,5.2487,14.0454,2016
WE-AC0158,West Bengal,Rural,BJP,91.17,11.5224,15.84,2016
WE-AC0159,West Bengal,Rural,BJP,74.45,-2.1579,-1.8999,2016
PU-AC0160,Puducherry,Rural,BJP,65.81,-4.572,-21.2156,2016
PU-AC0161,Puducherry,Urban,INC,61.22,9.5277,-3.9442,2016
PU-AC0162,Puducherry,Semi-Urban,AINRC,70.94,-8.0069,-0.5163,2016
WE-AC0163,West Bengal,Urban,TMC,60.48,5.0867,-10.7666,2016
PU-AC0164,Puducherry,Rural,BJP,66.84,2.3205,-16.1347,2016
PU-AC0165,Puducherry,Rural,AINRC,88.91,5.676,-2.4416,2016
KE-AC0166,Kerala,Semi-Urban,UDF,83.31,15.8856,12.8976,2016
WE-AC0167,West Bengal,Rural,TMC,84.96,4.2425,-20.1956,2016
WE-AC0168,West Bengal,Rural,TMC,81.08,13.9697,4.511,2016
KE-AC0169,Kerala,Rural,UDF,62.86,-8.7899,-24.1645,2016
KE-AC0170,Kerala,Rural,INC,84.21,14.8414,1.2931,2016
PU-AC0171,Puducherry,Rural,INC,77.8,10.1191,4.617,2016
AS-AC0172,Assam,Rural,AIUDF,74.35,-13.1636,-9.8963,2016
AS-AC0173,Assam,Urban,AGP,72.76,6.1276,1.6048,2016
WE-AC0174,West Bengal,Rural,INC,85.45,32.4536,25.4605,2016
TA-AC0175,Tamil Nadu,Urban,INC,65.95,3.8154,3.1674,2016
KE-AC0176,Kerala,Semi-Urban,LDF,77.15,5.4271,-5.6776,2016
WE-AC0177,West Bengal,Rural,BJP,84.94,19.412,12.2458,2016
WE-AC0178,West Bengal,Rural,INC,86.66,18.2591,-8.0367,2016
WE-AC0179,West Bengal,Rural,TMC,72.88,-13.8698,-16.2305,2016
KE-AC0180,Kerala,Rural,LDF,63.84,-0.8978,-10.2244,2016
AS-AC0181,Assam,Urban,INC,69.44,8.2489,4.6263,2016
TA-AC0182,Tamil Nadu,Semi-Urban,INC,82.22,13.6357,-2.605,2016
TA-AC0183,Tamil Nadu,Semi-Urban,INC,71.69,-3.5961,1.6936,2016
WE-AC0184,West Bengal,Rural,BJP,77.78,26.4351,-9.132,2016
PU-AC0185,Puducherry,Rural,DMK,76.8,4.3897,-6.4866,2016
WE-AC0186,West Bengal,Rural,INC,71.18,0.1044,-6.8203,2016
WE-AC0187,West Bengal,Rural,CPIM,82.3,16.9255,4.4901,2016
PU-AC0188,Puducherry,Rural,AINRC,76.31,25.9591,21.9191,2016
KE-AC0189,Kerala,Rural,UDF,71.77,0.2435,-11.8791,2016
TA-AC0190,Tamil Nadu,Rural,DMK,89.52,31.7486,24.6488,2016
AS-AC0191,Assam,Rural,AGP,71.02,-5.3769,-6.0951,2016
AS-AC0192,Assam,Rural,INC,80.23,-0.7524,7.2577,2016
KE-AC0193,Kerala,Rural,BJP,74.14,13.6622,-0.7908,2016
WE-AC0194,West Bengal,Rural,CPIM,82.07,18.8013,5.4853,2016
WE-AC0195,West Bengal,Urban,TMC,60.81,14.4991,9.5054,2016
AS-AC0196,Assam,Rural,INC,71.24,-1.7525,-19.4399,2016
PU-AC0197,Puducherry,Urban,INC,46.57,-15.4574,-5.4624,2016
TA-AC0198,Tamil Nadu,Rural,BJP,80.91,9.2774,8.1612,2016
TA-AC0199,Tamil Nadu,Urban,DMK,66.63,20.4638,10.9155,2016
TA-AC0200,Tamil Nadu,Rural,AIADMK,78.39,6.4783,-6.0562,2016
TA-AC0201,Tamil Nadu,Urban,INC,70.89,35.8292,14.1057,2016
WE-AC0202,West Bengal,Rural,TMC,78.99,4.6303,4.5997,2016
WE-AC0203,West Bengal,Rural,INC,78.03,-7.4231,-24.339,2016
KE-AC0204,Kerala,Rural,INC,77.13,11.4587,2.8254,2016
TA-AC0205,Tamil Nadu,Urban,AIADMK,58.27,-12.8437,-14.2181,2016
WE-AC0206,West Bengal,Rural,CPIM,83.06,22.7873,14.5562,2016
AS-AC0207,Assam,Urban,INC,62.1,12.5825,8.602,2016
AS-AC0208,Assam,Urban,AIUDF,61.02,3.9142,3.0741,2016
WE-AC0209,West Bengal,Urban,CPIM,76.89,10.2339,3.725,2016
KE-AC0210,Kerala,Rural,LDF,86.41,20.9163,17.2989,2016
AS-AC0211,Assam,Semi-Urban,AGP,68.16,0.0693,4.9444,2016
KE-AC0212,Kerala,Rural,BJP,92.87,19.3103,3.2865,2016
TA-AC0213,Tamil Nadu,Rural,INC,84.64,5.7073,-3.5531,2016
TA-AC0214,Tamil Nadu,Rural,DMK,83.8,7.2552,4.3312,2016
WE-AC0215,West Bengal,Rural,TMC,66.51,6.5063,-4.5419,2016
AS-AC0216,Assam,Rural,INC,86.7,10.8608,-4.5814,2016
PU-AC0217,Puducherry,Urban,AINRC,52.6,4.2225,-14.4456,2016
PU-AC0218,Puducherry,Rural,DMK,95.0,24.3258,0.0,2016
AS-AC0219,Assam,Semi-Urban,INC,67.21,12.0435,-1.7018,2016
PU-AC0220,Puducherry,Rural,AINRC,67.61,8.2114,-4.318,2016
AS-AC0221,Assam,Urban,AGP,64.25,1.0203,-9.0713,2016
AS-AC0222,Assam,Rural,BJP,73.54,-1.8012,-3.7221,2016
AS-AC0223,Assam,Rural,AIUDF,74.92,-7.0047,3.2317,2016
PU-AC0224,Puducherry,Rural,DMK,63.86,4.3489,1.5638,2016
TA-AC0225,Tamil Nadu,Semi-Urban,AIADMK,66.42,-6.4741,-0.5374,2016
AS-AC0226,Assam,Urban,INC,63.39,0.0152,-0.6653,2016
WE-AC0227,West Bengal,Rural,CPIM,74.36,12.8469,7.3684,2016
KE-AC0228,Kerala,Semi-Urban,UDF,75.46,3.3183,-1.0955,2016
TA-AC0229,Tamil Nadu,Urban,INC,55.18,19.7612,-12.6969,2016
WE-AC0230,West Bengal,Urban,TMC,59.11,34.7075,4.7,2016
TA-AC0231,Tamil Nadu,Rural,DMK,95.0,17.1041,17.42,2016
TA-AC0232,Tamil Nadu,Urban,INC,74.88,34.5223,17.6986,2016
AS-AC0233,Assam,Rural,AGP,69.7,13.0265,1.2845,2016
PU-AC0234,Puducherry,Rural,INC,75.1,7.7762,0.8607,2016
TA-AC0235,Tamil Nadu,Urban,DMK,65.38,0.0318,-1.8048,2016
KE-AC0236,Kerala,Rural,BJP,78.49,4.1571,9.1923,2016
TA-AC0237,Tamil Nadu,Urban,AIADMK,72.87,30.6571,8.3381,2016
KE-AC0238,Kerala,Semi-Urban,UDF,64.89,-4.14,-9.5512,2016
WE-AC0239,West Bengal,Semi-Urban,TMC,75.69,11.7693,2.6506,2016
TA-AC0240,Tamil Nadu,Urban,AIADMK,69.76,26.8117,11.8739,2016
TA-AC0241,Tamil Nadu,Urban,BJP,61.44,13.4714,2.7097,2016
AS-AC0242,Assam,Rural,AGP,77.63,-9.6744,-21.2185,2016
TA-AC0243,Tamil Nadu,Urban,BJP,66.57,16.308,2.492,2016
WE-AC0244,West Bengal,Rural,TMC,91.68,10.1323,4.2933,2016
AS-AC0245,Assam,Rural,AIUDF,77.59,37.8907,4.6956,2016
KE-AC0246,Kerala,Rural,INC,74.94,31.597,10.2868,2016
WE-AC0247,West Bengal,Rural,INC,89.25,20.8276,4.0982,2016
KE-AC0248,Kerala,Urban,UDF,44.93,-10.5509,1.4083,2016
AS-AC0249,Assam,Urban,BJP,61.87,19.0428,5.4087,2016
WE-AC0250,West Bengal,Rural,BJP,82.02,10.2747,3.6729,2016
WE-AC0251,West Bengal,Urban,CPIM,44.96,-9.8466,-16.0638,2016
AS-AC0252,Assam,Semi-Urban,AGP,75.63,25.3143,5.5916,2016
AS-AC0253,Assam,Rural,BJP,77.87,4.7386,3.4753,2016
WE-AC0254,West Bengal,Rural,INC,86.78,11.8798,-18.1003,2016
WE-AC0255,West Bengal,Rural,INC,76.52,10.3249,-0.7753,2016
AS-AC0256,Assam,Rural,AGP,72.59,-3.947,-8.96,2016
WE-AC0257,West Bengal,Urban,TMC,59.87,1.2867,-1.953,2016
KE-AC0258,Kerala,Urban,UDF,57.85,7.1102,0.8244,2016
KE-AC0259,Kerala,Semi-Urban,LDF,57.47,-18.3197,-14.5071,2016
PU-AC0260,Puducherry,Rural,BJP,86.76,12.2281,1.9538,2016
KE-AC0261,Kerala,Urban,INC,63.96,8.1817,-3.6957,2016
PU-AC0262,Puducherry,Rural,DMK,73.74,6.3493,-4.8306,2016
WE-AC0263,West Bengal,Rural,INC,74.5,1.16,-8.3229,2016
AS-AC0264,Assam,Semi-Urban,AIUDF,57.94,-0.932,-5.2629,2016
KE-AC0265,Kerala,Rural,LDF,76.13,15.1076,4.5163,2016
KE-AC0266,Kerala,Rural,UDF,79.64,15.9921,26.7811,2016
WE-AC0267,West Bengal,Urban,CPIM,67.44,14.048,-1.6859,2016
KE-AC0268,Kerala,Urban,INC,62.48,-4.3241,-14.0969,2016
WE-AC0269,West Bengal,Rural,CPIM,82.19,7.5839,13.0434,2016
TA-AC0270,Tamil Nadu,Urban,INC,54.38,-1.423,-3.0803,2016
AS-AC0271,Assam,Urban,AGP,62.91,6.2066,-8.6551,2016
TA-AC0272,Tamil Nadu,Semi-Urban,AIADMK,87.83,17.0257,0.2795,2016
KE-AC0273,Kerala,Urban,UDF,57.77,-3.9984,-16.0736,2016
PU-AC0274,Puducherry,Semi-Urban,INC,48.67,13.8084,-26.2379,2016
WE-AC0275,West Bengal,Urban,INC,68.47,23.8066,26.3292,2016
KE-AC0276,Kerala,Rural,LDF,86.23,16.3811,0.305,2016
AS-AC0277,Assam,Semi-Urban,BJP,67.75,6.3914,3.244,2016
AS-AC0278,Assam,Rural,BJP,89.66,10.0896,17.1885,2016
PU-AC0279,Puducherry,Rural,DMK,87.48,13.3052,10.8579,2016
AS-AC0280,Assam,Urban,AGP,68.14,16.0909,0.1878,2016
TA-AC0281,Tamil Nadu,Rural,BJP,95.0,24.0187,0.0,2016
TA-AC0282,Tamil Nadu,Rural,BJP,91.73,30.232,21.1035,2016
PU-AC0283,Puducherry,Rural,INC,67.3,-12.4061,-11.0228,2016
TA-AC0284,Tamil Nadu,Rural,INC,86.32,5.104,-7.7288,2016
AS-AC0285,Assam,Semi-Urban,BJP,62.65,-7.6656,-5.3561,2016
WE-AC0286,West Bengal,Urban,INC,67.67,7.8951,3.4917,2016
WE-AC0287,West Bengal,Rural,BJP,88.74,14.9544,21.0944,2016
PU-AC0288,Puducherry,Semi-Urban,BJP,63.39,15.2035,0.0121,2016
AS-AC0289,Assam,Urban,AIUDF,73.56,17.072,4.265,2016
KE-AC0290,Kerala,Urban,BJP,62.96,-7.3479,-14.7733,2016
WE-AC0291,West Bengal,Urban,CPIM,74.8,31.8186,21.8749,2016
AS-AC0292,Assam,Rural,BJP,82.05,3.8529,4.7636,2016
KE-AC0293,Kerala,Rural,INC,70.02,-8.7948,-6.9471,2016
WE-AC0294,West Bengal,Urban,CPIM,62.75,8.5054,9.551,2016
PU-AC0295,Puducherry,Semi-Urban,AINRC,76.03,16.5638,10.6961,2016
KE-AC0296,Kerala,Rural,BJP,81.63,9.8953,-0.6555,2016
WE-AC0297,West Bengal,Rural,TMC,90.13,13.3696,0.8866,2016
AS-AC0298,Assam,Rural,BJP,80.0,10.4951,4.0793,2016
KE-AC0299,Kerala,Rural,LDF,70.33,0.2255,-5.0814,2016
TA-AC0300,Tamil Nadu,Urban,DMK,67.47,23.2427,-2.7302,2016
PU-AC0301,Puducherry,Rural,BJP,74.8,-3.475,-8.6966,2016
WE-AC0302,West Bengal,Semi-Urban,TMC,54.98,-7.2882,-17.4385,2016
TA-AC0303,Tamil Nadu,Urban,INC,46.63,-18.552,-25.6233,2016
KE-AC0304,Kerala,Semi-Urban,INC,68.42,-1.9671,-2.6899,2016
TA-AC0305,Tamil Nadu,Semi-Urban,INC,62.63,-7.3959,-15.2471,2016
WE-AC0306,West Bengal,Rural,INC,74.17,39.2159,9.8867,2016
KE-AC0307,Kerala,Urban,INC,62.95,5.2094,-2.232,2016
KE-AC0308,Kerala,Rural,INC,80.47,9.3971,-7.0686,2016
TA-AC0309,Tamil Nadu,Semi-Urban,DMK,71.73,5.4186,12.9195,2016
WE-AC0310,West Bengal,Urban,INC,63.98,14.8479,12.8164,2016
PU-AC0311,Puducherry,Semi-Urban,BJP,67.14,7.3256,-11.7002,2016
AS-AC0312,Assam,Rural,AIUDF,81.09,6.9813,4.4961,2016
WE-AC0313,West Bengal,Semi-Urban,BJP,72.8,17.5345,20.2361,2016
TA-AC0314,Tamil Nadu,Rural,INC,78.24,4.6185,10.872,2016
WE-AC0315,West Bengal,Urban,INC,69.26,14.8932,16.1657,2016
AS-AC0316,Assam,Semi-Urban,INC,73.96,19.5098,20.2431,2016
TA-AC0317,Tamil Nadu,Urban,INC,73.16,20.2912,13.6121,2016
TA-AC0318,Tamil Nadu,Semi-Urban,DMK,73.06,-4.4253,-7.2908,2016
AS-AC0319,Assam,Rural,AIUDF,88.69,18.7785,6.1849,2016
PU-AC0320,Puducherry,Urban,DMK,62.72,-1.1606,-4.7004,2016
PU-AC0321,Puducherry,Urban,DMK,82.65,7.4729,22.5675,2016
KE-AC0322,Kerala,Semi-Urban,BJP,63.96,9.9671,-6.8463,2016
TA-AC0323,Tamil Nadu,Rural,DMK,67.95,-13.975,-15.2627,2016
TA-AC0324,Tamil Nadu,Rural,BJP,74.3,-1.5203,4.918,2016
KE-AC0325,Kerala,Urban,BJP,64.52,9.1505,-3.1596,2016
TA-AC0326,Tamil Nadu,Semi-Urban,INC,62.32,3.5535,-8.6001,2016
WE-AC0327,West Bengal,Rural,INC,78.31,5.8893,-9.0334,2016
PU-AC0328,Puducherry,Rural,INC,81.84,15.1697,0.6318,2016
AS-AC0329,Assam,Rural,AIUDF,70.29,-19.7886,-7.3151,2016
AS-AC0330,Assam,Semi-Urban,INC,73.47,1.9203,6.6631,2016
PU-AC0331,Puducherry,Rural,DMK,82.66,23.1151,7.8339,2016
PU-AC0332,Puducherry,Rural,AINRC,80.07,4.4734,14.9737,2016
WE-AC0333,West Bengal,Semi-Urban,TMC,71.11,14.5612,9.7039,2016
WE-AC0334,West Bengal,Urban,TMC,62.13,2.5026,-3.5481,2016
TA-AC0335,Tamil Nadu,Rural,AIADMK,78.45,5.4017,-5.3596,2016
AS-AC0336,Assam,Semi-Urban,BJP,79.14,33.4177,4.5777,2016
WE-AC0337,West Bengal,Rural,CPIM,77.28,-7.7759,-7.1249,2016
TA-AC0338,Tamil Nadu,Rural,DMK,93.19,30.4794,3.0641,2016
WE-AC0339,West Bengal,Rural,CPIM,75.37,11.0451,1.8716,2016
TA-AC0340,Tamil Nadu,Semi-Urban,INC,82.5,17.1485,6.8357,2016
KE-AC0341,Kerala,Rural,LDF,69.79,-7.1634,-12.2688,2016
AS-AC0342,Assam,Rural,AGP,66.03,-18.866,-11.1652,2016
PU-AC0343,Puducherry,Rural,BJP,81.25,15.6355,6.7148,2016
PU-AC0344,Puducherry,Rural,AINRC,80.35,8.3569,3.8817,2016
